RAMA_EST2,edad,eda19c,eda12c,
1,43,11,6
2,41,11,6
3,38,10,5
4,40,11,6
5,39,10,5
6,38,10,5
7,41,11,6
8,40,11,6
9,41,11,6
10,41,11,6
